run	time	firm	entrant	price	output	mcosts	profits	rule	N	K	firms	theta	global	rule_pram
1	2	2	1	0.779	0.083	0.696	0.007	1.00	20	20	20	0.10	0.209	0.500
1	2	3	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	4	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.209	0.500
1	2	5	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	6	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	7	1	0.779	0.087	0.692	0.008	0.00	20	20	20	0.10	0.209	0.500
1	2	8	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	9	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.209	0.500
1	2	10	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.209	0.500
1	2	11	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	12	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.209	0.500
1	2	13	1	0.779	0.052	0.727	0.003	1.00	20	20	20	0.10	0.209	0.500
1	2	14	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	15	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	16	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.209	0.500
1	2	17	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	18	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.209	0.500
1	2	19	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.209	0.500
1	2	20	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.209	0.500
2	1	1	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	2	0	0.779	0.083	0.696	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	3	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	1	4	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	1	5	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	6	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	1	7	0	0.779	0.087	0.692	0.000	1.00	20	20	20	0.10	0.199	0.500
2	1	8	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	1	9	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	10	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	11	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	12	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	13	0	0.779	0.052	0.727	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	14	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	15	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	1	16	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	17	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	18	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	1	19	1	0.834	0.166	0.667	0.028	1.00	20	20	20	0.10	0.199	0.500
2	1	20	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	2	1	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	2	0	0.779	0.083	0.696	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	3	1	0.785	0.098	0.686	0.010	1.00	20	20	20	0.10	0.199	0.500
2	2	4	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	2	5	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	6	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	2	7	0	0.779	0.087	0.692	0.000	1.00	20	20	20	0.10	0.199	0.500
2	2	8	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	2	9	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	10	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	11	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	12	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	13	0	0.779	0.052	0.727	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	14	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	15	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
2	2	16	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	17	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	18	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.199	0.500
2	2	19	1	0.785	0.117	0.667	0.014	1.00	20	20	20	0.10	0.199	0.500
2	2	20	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.199	0.500
3	1	1	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	2	0	0.779	0.083	0.696	0.000	1.00	20	20	20	0.10	0.202	0.500
3	1	3	0	0.785	0.098	0.686	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	4	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	1	5	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	1	6	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	7	0	0.779	0.087	0.692	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	8	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	1	9	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	10	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	1	11	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	12	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	13	0	0.779	0.052	0.727	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	14	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	15	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	16	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	17	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	1	18	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	19	0	0.785	0.117	0.667	0.000	0.00	20	20	20	0.10	0.202	0.500
3	1	20	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	2	1	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	2	0	0.779	0.083	0.696	0.000	1.00	20	20	20	0.10	0.202	0.500
3	2	3	0	0.785	0.098	0.686	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	4	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	2	5	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	2	6	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	7	0	0.779	0.087	0.692	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	8	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	2	9	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	10	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	2	11	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	12	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	13	0	0.779	0.052	0.727	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	14	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	15	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	16	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	17	0	0.000	0.000	0.000	0.000	1.00	20	20	20	0.10	0.202	0.500
3	2	18	0	0.000	0.000	0.000	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	19	0	0.785	0.117	0.667	0.000	0.00	20	20	20	0.10	0.202	0.500
3	2	20	1	0.842	0.158	0.683	0.025	1.00	20	20	20	0.10	0.202	0.500
