run   time   Entrants   Price   Total_Output   Avg_Output   Min_Output   Max_Output   Avg_MCosts   Min_MCosts   Max_MCosts   Avg_Profits   Min_Profits   Max_Profits   Avg_Rule
39   31   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   32   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   33   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   34   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   35   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   36   5   0.128  0.361   0.072   0.029   0.121   0.567   0.518   0.610   0.006   0.001   0.015   0.400 
39   37   5   0.128  0.361   0.072   0.029   0.121   0.567   0.518   0.610   0.006   0.001   0.015   0.400 
39   38   5   0.128  0.361   0.072   0.029   0.121   0.567   0.518   0.610   0.006   0.001   0.015   0.400 
39   39   5   0.128  0.361   0.072   0.029   0.120   0.566   0.518   0.610   0.006   0.001   0.015   0.400 
39   40   5   0.128  0.361   0.072   0.029   0.120   0.566   0.518   0.610   0.006   0.001   0.015   0.400 
39   41   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   42   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   43   5   0.130  0.350   0.070   0.025   0.132   0.580   0.518   0.625   0.007   0.001   0.017   0.400 
39   44   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   45   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   46   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   47   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   48   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   49   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   50   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   51   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   52   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   53   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   54   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   55   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   56   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   57   5   0.131  0.346   0.069   0.004   0.136   0.585   0.518   0.650   0.007   0.000   0.018   0.200 
39   58   6   0.109  0.347   0.058   0.003   0.135   0.595   0.518   0.650   0.006   0.000   0.018   0.333 
39   59   5   0.129  0.355   0.071   0.035   0.127   0.574   0.518   0.610   0.006   0.001   0.016   0.400 
39   60   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   61   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   62   5   0.130  0.350   0.070   0.024   0.132   0.580   0.518   0.626   0.007   0.001   0.017   0.400 
39   63   5   0.131  0.347   0.069   0.011   0.134   0.583   0.518   0.641   0.007   0.000   0.018   0.400 
39   64   5   0.131  0.347   0.069   0.011   0.134   0.583   0.518   0.641   0.007   0.000   0.018   0.400 
39   65   5   0.131  0.347   0.069   0.011   0.134   0.583   0.518   0.641   0.007   0.000   0.018   0.400 
39   66   5   0.131  0.347   0.069   0.011   0.134   0.583   0.518   0.641   0.007   0.000   0.018   0.400 
39   67   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   68   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   69   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   70   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   71   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   72   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   73   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   74   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   75   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   76   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   77   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   78   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   79   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   80   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   81   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   82   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   83   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   84   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   85   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   86   5   0.131  0.347   0.069   0.009   0.135   0.584   0.518   0.644   0.007   0.000   0.018   0.400 
39   87   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   88   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   89   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   90   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   91   4   0.164  0.345   0.086   0.045   0.137   0.569   0.518   0.610   0.009   0.002   0.019   0.250 
39   92   5   0.130  0.352   0.070   0.034   0.130   0.578   0.518   0.614   0.006   0.001   0.017   0.200 
39   93   5   0.130  0.352   0.070   0.034   0.130   0.578   0.518   0.614   0.006   0.001   0.017   0.200 
39   94   5   0.128  0.358   0.072   0.032   0.123   0.570   0.518   0.610   0.006   0.001   0.015   0.200 
39   95   5   0.128  0.358   0.072   0.032   0.123   0.570   0.518   0.610   0.006   0.001   0.015   0.200 
39   96   5   0.128  0.358   0.072   0.032   0.123   0.570   0.518   0.610   0.006   0.001   0.015   0.200 
39   97   5   0.128  0.358   0.072   0.032   0.123   0.570   0.518   0.610   0.006   0.001   0.015   0.200 
39   98   5   0.128  0.358   0.072   0.032   0.123   0.570   0.518   0.610   0.006   0.001   0.015   0.200 
39   99   5   0.128  0.358   0.072   0.032   0.123   0.570   0.518   0.610   0.006   0.001   0.015   0.200 
39   100   6   0.107  0.360   0.060   0.008   0.122   0.580   0.518   0.632   0.005   0.000   0.015   0.167 
40   1   0   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 
40   2   1   0.852  0.148   0.148   0.148   0.148   0.703   0.703   0.703   0.022   0.022   0.022   1.000 
40   3   2   0.393  0.213   0.107   0.084   0.130   0.680   0.657   0.703   0.012   0.007   0.017   1.000 
40   4   5   0.142  0.292   0.058   0.017   0.088   0.649   0.619   0.691   0.004   0.000   0.008   1.000 
40   5   5   0.135  0.325   0.065   0.024   0.186   0.610   0.489   0.651   0.008   0.001   0.035   1.000 
40   6   5   0.128  0.361   0.072   0.020   0.150   0.567   0.489   0.619   0.007   0.000   0.023   1.000 
40   7   3   0.227  0.320   0.107   0.049   0.192   0.574   0.489   0.632   0.015   0.002   0.037   1.000 
40   8   3   0.227  0.320   0.107   0.049   0.192   0.574   0.489   0.632   0.015   0.002   0.037   1.000 
40   9   3   0.227  0.320   0.107   0.049   0.192   0.574   0.489   0.632   0.015   0.002   0.037   1.000 
40   10   3   0.233  0.301   0.100   0.025   0.210   0.598   0.489   0.674   0.016   0.001   0.044   0.667 
40   11   5   0.138  0.309   0.062   0.014   0.203   0.630   0.489   0.677   0.009   0.000   0.041   0.800 
40   12   5   0.136  0.321   0.064   0.002   0.190   0.615   0.489   0.677   0.009   0.000   0.036   0.800 
40   13   5   0.136  0.319   0.064   0.008   0.193   0.618   0.489   0.674   0.008   0.000   0.037   0.800 
40   14   4   0.173  0.309   0.077   0.017   0.202   0.613   0.489   0.674   0.011   0.000   0.041   0.750 
40   15   4   0.173  0.307   0.077   0.019   0.205   0.617   0.489   0.674   0.011   0.000   0.042   0.750 
40   16   3   0.234  0.299   0.100   0.027   0.213   0.602   0.489   0.674   0.016   0.001   0.045   0.667 
40   17   4   0.171  0.317   0.079   0.009   0.194   0.603   0.489   0.674   0.011   0.000   0.038   0.500 
40   18   4   0.165  0.339   0.085   0.018   0.172   0.576   0.489   0.642   0.010   0.000   0.030   0.750 
40   19   4   0.172  0.314   0.078   0.014   0.197   0.608   0.489   0.672   0.011   0.000   0.039   0.750 
40   20   3   0.232  0.305   0.102   0.013   0.206   0.593   0.489   0.682   0.017   0.000   0.042   0.667 
40   21   3   0.223  0.330   0.110   0.061   0.181   0.560   0.489   0.609   0.015   0.004   0.033   0.667 
40   22   3   0.228  0.317   0.106   0.047   0.195   0.578   0.489   0.636   0.015   0.002   0.038   0.667 
40   23   4   0.170  0.321   0.080   0.019   0.190   0.598   0.489   0.659   0.011   0.000   0.036   0.750 
40   24   2   0.350  0.301   0.150   0.091   0.210   0.549   0.489   0.609   0.026   0.008   0.044   0.500 
40   25   3   0.226  0.321   0.107   0.061   0.190   0.572   0.489   0.617   0.015   0.004   0.036   0.667 
40   26   3   0.233  0.302   0.101   0.003   0.209   0.597   0.489   0.695   0.017   0.000   0.044   0.667 
40   27   6   0.111  0.333   0.055   0.004   0.178   0.612   0.489   0.663   0.006   0.000   0.032   0.500 
40   28   5   0.135  0.327   0.065   0.010   0.184   0.607   0.489   0.663   0.008   0.000   0.034   0.400 
40   29   5   0.133  0.335   0.067   0.002   0.177   0.598   0.489   0.663   0.008   0.000   0.031   0.400 
40   30   4   0.169  0.324   0.081   0.013   0.187   0.595   0.489   0.663   0.011   0.000   0.035   0.250 
40   31   4   0.169  0.324   0.081   0.013   0.187   0.595   0.489   0.663   0.011   0.000   0.035   0.250 
40   32   4   0.163  0.349   0.087   0.032   0.162   0.564   0.489   0.619   0.010   0.001   0.026   0.500 
40   33   4   0.163  0.349   0.087   0.032   0.162   0.564   0.489   0.619   0.010   0.001   0.026   0.500 
40   34   4   0.167  0.331   0.083   0.042   0.180   0.586   0.489   0.626   0.010   0.002   0.032   0.500 
40   35   5   0.134  0.329   0.066   0.002   0.182   0.605   0.489   0.668   0.008   0.000   0.033   0.600 
40   36   5   0.134  0.329   0.066   0.002   0.182   0.605   0.489   0.668   0.008   0.000   0.033   0.600 
40   37   3   0.226  0.321   0.107   0.060   0.190   0.572   0.489   0.619   0.015   0.004   0.036   0.333 
40   38   3   0.226  0.321   0.107   0.060   0.190   0.572   0.489   0.619   0.015   0.004   0.036   0.333 
40   39   3   0.226  0.321   0.107   0.060   0.190   0.572   0.489   0.619   0.015   0.004   0.036   0.333 
40   40   4   0.169  0.322   0.081   0.006   0.189   0.597   0.489   0.672   0.011   0.000   0.036   0.250 
40   41   4   0.169  0.322   0.081   0.006   0.189   0.597   0.489   0.672   0.011   0.000   0.036   0.250 
40   42   4   0.169  0.322   0.081   0.006   0.189   0.597   0.489   0.672   0.011   0.000   0.036   0.250 
40   43   4   0.169  0.322   0.081   0.006   0.189   0.597   0.489   0.672   0.011   0.000   0.036   0.250 
40   44   4   0.164  0.344   0.086   0.037   0.167   0.570   0.489   0.619   0.010   0.001   0.028   0.500 
40   45   5   0.131  0.347   0.069   0.016   0.164   0.583   0.489   0.636   0.008   0.000   0.027   0.600 
40   46   4   0.168  0.329   0.082   0.034   0.182   0.588   0.489   0.636   0.010   0.001   0.033   0.500 
40   47   4   0.168  0.329   0.082   0.034   0.182   0.588   0.489   0.636   0.010   0.001   0.033   0.500 
40   48   3   0.226  0.321   0.107   0.060   0.190   0.572   0.489   0.619   0.015   0.004   0.036   0.333 
40   49   5   0.130  0.350   0.070   0.010   0.161   0.580   0.489   0.640   0.008   0.000   0.026   0.400 
40   50   5   0.128  0.362   0.072   0.020   0.150   0.566   0.489   0.619   0.007   0.000   0.022   0.600 
40   51   5   0.129  0.356   0.071   0.025   0.155   0.572   0.489   0.619   0.007   0.001   0.024   0.600 
40   52   5   0.129  0.356   0.071   0.025   0.155   0.572   0.489   0.619   0.007   0.001   0.024   0.600 
40   53   5   0.129  0.356   0.071   0.025   0.155   0.572   0.489   0.619   0.007   0.001   0.024   0.600 
40   54   4   0.166  0.336   0.084   0.045   0.175   0.579   0.489   0.619   0.010   0.002   0.031   0.500 
40   55   4   0.166  0.336   0.084   0.045   0.175   0.579   0.489   0.619   0.010   0.002   0.031   0.500 
40   56   4   0.166  0.336   0.084   0.045   0.176   0.580   0.489   0.619   0.010   0.002   0.031   0.500 
40   57   5   0.133  0.335   0.067   0.001   0.176   0.598   0.489   0.664   0.008   0.000   0.031   0.400 
40   58   5   0.133  0.335   0.067   0.001   0.176   0.598   0.489   0.664   0.008   0.000   0.031   0.400 
40   59   5   0.133  0.335   0.067   0.001   0.176   0.598   0.489   0.664   0.008   0.000   0.031   0.400 
40   60   5   0.132  0.340   0.068   0.029   0.171   0.592   0.489   0.631   0.007   0.001   0.029   0.400 
40   61   5   0.132  0.340   0.068   0.029   0.171   0.592   0.489   0.631   0.007   0.001   0.029   0.400 
40   62   5   0.131  0.345   0.069   0.036   0.167   0.586   0.489   0.619   0.007   0.001   0.028   0.400 
40   63   5   0.128  0.359   0.072   0.022   0.152   0.569   0.489   0.619   0.008   0.000   0.023   0.400 
40   64   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   65   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   66   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   67   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   68   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   69   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   70   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   71   5   0.128  0.358   0.072   0.018   0.153   0.570   0.489   0.624   0.009   0.000   0.023   0.400 
40   72   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   73   5   0.127  0.367   0.073   0.014   0.144   0.559   0.489   0.619   0.008   0.000   0.021   0.400 
40   74   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   75   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   76   5   0.127  0.366   0.073   0.015   0.145   0.561   0.489   0.619   0.008   0.000   0.021   0.400 
40   77   5   0.127  0.366   0.073   0.015   0.145   0.561   0.489   0.619   0.008   0.000   0.021   0.400 
40   78   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   79   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   80   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   81   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   82   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   83   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   84   4   0.161  0.355   0.089   0.027   0.157   0.557   0.489   0.619   0.011   0.001   0.025   0.250 
40   85   4   0.154  0.384   0.096   0.008   0.142   0.521   0.474   0.609   0.012   0.000   0.020   0.500 
40   86   3   0.216  0.352   0.117   0.040   0.174   0.531   0.474   0.609   0.017   0.002   0.030   0.333 
40   87   3   0.216  0.352   0.117   0.040   0.174   0.531   0.474   0.609   0.017   0.002   0.030   0.333 
40   88   3   0.216  0.352   0.117   0.040   0.174   0.531   0.474   0.609   0.017   0.002   0.030   0.333 
40   89   4   0.161  0.355   0.089   0.013   0.171   0.556   0.474   0.632   0.012   0.000   0.029   0.500 
40   90   4   0.161  0.355   0.089   0.013   0.171   0.556   0.474   0.632   0.012   0.000   0.029   0.500 
40   91   3   0.216  0.352   0.117   0.040   0.174   0.531   0.474   0.609   0.017   0.002   0.030   0.333 
40   92   3   0.216  0.352   0.117   0.040   0.174   0.531   0.474   0.609   0.017   0.002   0.030   0.333 
40   93   4   0.161  0.356   0.089   0.018   0.170   0.555   0.474   0.626   0.012   0.000   0.029   0.500 
40   94   4   0.161  0.356   0.089   0.018   0.170   0.555   0.474   0.626   0.012   0.000   0.029   0.500 
40   95   5   0.127  0.366   0.073   0.004   0.159   0.560   0.474   0.630   0.009   0.000   0.025   0.400 
40   96   4   0.161  0.355   0.089   0.015   0.170   0.556   0.474   0.630   0.012   0.000   0.029   0.250 
40   97   6   0.106  0.367   0.061   0.003   0.159   0.572   0.474   0.630   0.007   0.000   0.025   0.500 
40   98   5   0.128  0.359   0.072   0.012   0.167   0.570   0.474   0.630   0.009   0.000   0.028   0.400 
40   99   5   0.129  0.357   0.071   0.010   0.168   0.571   0.474   0.632   0.009   0.000   0.028   0.400 
40   100   6   0.107  0.359   0.060   0.008   0.166   0.581   0.474   0.632   0.008   0.000   0.028   0.333 
41   1   0   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 
41   2   3   0.258  0.225   0.075   0.021   0.142   0.700   0.633   0.755   0.008   0.000   0.020   0.667 
41   3   3   0.265  0.206   0.069   0.007   0.160   0.725   0.633   0.786   0.009   0.000   0.026   0.667 
41   4   3   0.265  0.206   0.069   0.007   0.160   0.725   0.633   0.786   0.009   0.000   0.026   0.667 
41   5   3   0.248  0.255   0.085   0.050   0.112   0.660   0.633   0.696   0.008   0.002   0.013   0.667 
41   6   3   0.248  0.255   0.085   0.001   0.143   0.660   0.602   0.744   0.011   0.000   0.020   0.667 
41   7   3   0.251  0.248   0.083   0.008   0.150   0.669   0.602   0.744   0.010   0.000   0.022   0.667 
41   8   4   0.190  0.241   0.060   0.008   0.157   0.699   0.602   0.752   0.007   0.000   0.025   0.500 
41   9   4   0.181  0.275   0.069   0.012   0.123   0.656   0.602   0.713   0.007   0.000   0.015   0.500 
41   10   4   0.181  0.275   0.069   0.012   0.123   0.656   0.602   0.713   0.007   0.000   0.015   0.500 
41   11   4   0.177  0.291   0.073   0.010   0.107   0.636   0.602   0.699   0.007   0.000   0.012   0.250 
41   12   3   0.237  0.290   0.097   0.076   0.118   0.613   0.592   0.634   0.010   0.006   0.014   0.000 
41   13   3   0.227  0.318   0.106   0.068   0.160   0.576   0.522   0.614   0.013   0.005   0.026   0.000 
41   14   3   0.226  0.323   0.108   0.084   0.155   0.569   0.522   0.593   0.013   0.007   0.024   0.000 
41   15   3   0.226  0.323   0.108   0.084   0.155   0.569   0.522   0.593   0.013   0.007   0.024   0.000 
41   16   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   17   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   18   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   19   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   20   5   0.130  0.349   0.070   0.013   0.129   0.581   0.522   0.638   0.006   0.000   0.017   0.200 
41   21   5   0.130  0.349   0.070   0.013   0.129   0.581   0.522   0.638   0.006   0.000   0.017   0.200 
41   22   5   0.130  0.352   0.070   0.010   0.126   0.577   0.522   0.638   0.006   0.000   0.016   0.200 
41   23   5   0.130  0.352   0.070   0.010   0.126   0.577   0.522   0.638   0.006   0.000   0.016   0.200 
41   24   5   0.130  0.352   0.070   0.010   0.126   0.577   0.522   0.638   0.006   0.000   0.016   0.200 
41   25   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   26   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   27   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   28   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   29   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   30   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   31   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   32   5   0.132  0.339   0.068   0.012   0.139   0.594   0.522   0.650   0.007   0.000   0.019   0.200 
41   33   5   0.132  0.342   0.068   0.020   0.136   0.590   0.522   0.638   0.006   0.000   0.019   0.200 
41   34   5   0.132  0.341   0.068   0.021   0.137   0.591   0.522   0.638   0.007   0.000   0.019   0.200 
41   35   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   36   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   37   5   0.132  0.339   0.068   0.012   0.139   0.594   0.522   0.649   0.007   0.000   0.019   0.200 
41   38   5   0.131  0.344   0.069   0.019   0.134   0.588   0.522   0.638   0.006   0.000   0.018   0.200 
41   39   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   40   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   41   6   0.110  0.341   0.057   0.006   0.137   0.602   0.522   0.653   0.005   0.000   0.019   0.333 
41   42   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   43   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   44   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   45   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   46   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   47   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   48   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   49   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   50   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   51   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   52   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   53   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   54   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   55   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   56   5   0.132  0.338   0.068   0.009   0.140   0.594   0.522   0.653   0.007   0.000   0.020   0.000 
41   57   5   0.130  0.348   0.070   0.014   0.130   0.583   0.522   0.638   0.006   0.000   0.017   0.200 
41   58   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   59   5   0.131  0.343   0.069   0.019   0.135   0.589   0.522   0.638   0.006   0.000   0.018   0.200 
41   60   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   61   6   0.110  0.341   0.057   0.010   0.136   0.602   0.522   0.648   0.005   0.000   0.019   0.333 
41   62   5   0.132  0.339   0.068   0.013   0.139   0.593   0.522   0.648   0.007   0.000   0.019   0.200 
41   63   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   64   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   65   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   66   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   67   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   68   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   69   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   70   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   71   5   0.130  0.351   0.070   0.011   0.127   0.579   0.522   0.638   0.006   0.000   0.016   0.200 
41   72   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   73   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   74   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   75   5   0.133  0.337   0.067   0.004   0.141   0.596   0.522   0.659   0.007   0.000   0.020   0.200 
41   76   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   77   5   0.132  0.339   0.068   0.012   0.139   0.594   0.522   0.649   0.007   0.000   0.019   0.200 
41   78   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   79   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   80   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   81   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
41   82   4   0.166  0.336   0.084   0.026   0.142   0.580   0.522   0.638   0.009   0.001   0.020   0.000 
