run   time   Entrants   Price   Total_Output   Avg_Output   Min_Output   Max_Output   Avg_MCosts   Min_MCosts   Max_MCosts   Avg_Profits   Min_Profits   Max_Profits   Avg_Rule
1   1   0   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 
1   2   1   0.800  0.200   0.200   0.200   0.200   0.599   0.599   0.599   0.040   0.040   0.040   0.000 
1   3   4   0.182  0.273   0.068   0.010   0.128   0.659   0.599   0.717   0.006   0.000   0.016   0.000 
1   4   4   0.174  0.304   0.076   0.029   0.133   0.620   0.564   0.667   0.007   0.001   0.018   0.000 
1   5   4   0.169  0.325   0.081   0.023   0.115   0.593   0.560   0.651   0.008   0.001   0.013   0.000 
1   6   4   0.169  0.325   0.081   0.023   0.115   0.593   0.560   0.651   0.008   0.001   0.013   0.000 
1   7   5   0.131  0.346   0.069   0.036   0.115   0.585   0.539   0.618   0.006   0.001   0.013   0.200 
1   8   5   0.131  0.346   0.069   0.036   0.115   0.585   0.539   0.618   0.006   0.001   0.013   0.200 
1   9   4   0.160  0.361   0.090   0.057   0.126   0.548   0.513   0.581   0.009   0.003   0.016   0.000 
1   10   4   0.160  0.361   0.090   0.057   0.126   0.548   0.513   0.581   0.009   0.003   0.016   0.000 
1   11   4   0.156  0.375   0.094   0.044   0.154   0.531   0.471   0.581   0.011   0.002   0.024   0.000 
1   12   4   0.155  0.378   0.095   0.056   0.151   0.527   0.471   0.566   0.010   0.003   0.023   0.000 
1   13   4   0.155  0.378   0.095   0.056   0.151   0.527   0.471   0.566   0.010   0.003   0.023   0.000 
1   14   4   0.155  0.378   0.095   0.056   0.151   0.527   0.471   0.566   0.010   0.003   0.023   0.000 
1   15   4   0.155  0.381   0.095   0.060   0.148   0.524   0.471   0.560   0.010   0.004   0.022   0.000 
1   16   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   17   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   18   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   19   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   20   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   21   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   22   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   23   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   24   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   25   4   0.153  0.388   0.097   0.053   0.141   0.515   0.471   0.560   0.010   0.003   0.020   0.000 
1   26   5   0.121  0.397   0.079   0.044   0.132   0.524   0.471   0.560   0.007   0.002   0.017   0.200 
1   27   5   0.121  0.397   0.079   0.044   0.132   0.524   0.471   0.560   0.007   0.002   0.017   0.200 
1   28   5   0.121  0.396   0.079   0.041   0.133   0.525   0.471   0.563   0.007   0.002   0.018   0.200 
1   29   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   30   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   31   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   32   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   33   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   34   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   35   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   36   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   37   5   0.119  0.406   0.081   0.034   0.144   0.512   0.450   0.560   0.008   0.001   0.021   0.200 
1   38   5   0.121  0.395   0.079   0.017   0.155   0.526   0.450   0.588   0.008   0.000   0.024   0.200 
1   39   5   0.121  0.395   0.079   0.017   0.155   0.526   0.450   0.588   0.008   0.000   0.024   0.200 
1   40   5   0.121  0.395   0.079   0.017   0.155   0.526   0.450   0.588   0.008   0.000   0.024   0.200 
1   41   5   0.121  0.395   0.079   0.017   0.155   0.526   0.450   0.588   0.008   0.000   0.024   0.200 
1   42   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   43   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   44   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   45   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   46   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   47   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   48   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   49   5   0.121  0.393   0.079   0.006   0.157   0.528   0.450   0.600   0.009   0.000   0.025   0.200 
1   50   5   0.121  0.393   0.079   0.006   0.157   0.528   0.450   0.600   0.009   0.000   0.025   0.200 
1   51   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   52   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   53   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   54   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   55   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   56   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   57   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   58   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   59   4   0.152  0.392   0.098   0.048   0.158   0.510   0.450   0.560   0.011   0.002   0.025   0.000 
1   60   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   61   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   62   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   63   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   64   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   65   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   66   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   67   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   68   5   0.118  0.411   0.082   0.029   0.139   0.507   0.450   0.560   0.008   0.001   0.019   0.000 
1   69   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   70   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   71   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   72   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   73   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   74   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   75   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   76   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   77   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   78   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   79   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   80   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   81   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   82   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   83   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   84   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   85   7   0.084  0.415   0.059   0.009   0.135   0.526   0.450   0.576   0.005   0.000   0.018   0.143 
1   86   7   0.083  0.416   0.059   0.008   0.134   0.525   0.450   0.576   0.005   0.000   0.018   0.143 
1   87   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   88   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   89   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   90   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   91   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   92   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   93   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   94   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   95   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   96   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   97   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   98   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   99   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
1   100   6   0.098  0.413   0.069   0.011   0.137   0.518   0.450   0.576   0.006   0.000   0.019   0.000 
2   1   0   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 
2   2   1   0.843  0.157   0.157   0.157   0.157   0.685   0.685   0.685   0.025   0.025   0.025   1.000 
2   3   4   0.191  0.236   0.059   0.024   0.084   0.705   0.680   0.739   0.004   0.001   0.007   0.750 
2   4   5   0.153  0.236   0.047   0.025   0.084   0.717   0.680   0.739   0.003   0.001   0.007   0.800 
2   5   5   0.154  0.231   0.046   0.018   0.089   0.723   0.680   0.751   0.003   0.000   0.008   0.800 
2   6   5   0.149  0.255   0.051   0.005   0.139   0.694   0.606   0.739   0.005   0.000   0.019   0.800 
2   7   3   0.246  0.261   0.087   0.060   0.133   0.652   0.606   0.680   0.009   0.004   0.018   1.000 
2   8   3   0.243  0.271   0.090   0.058   0.123   0.639   0.606   0.671   0.009   0.003   0.015   1.000 
2   9   3   0.257  0.230   0.077   0.023   0.164   0.693   0.606   0.747   0.010   0.001   0.027   1.000 
2   10   3   0.248  0.255   0.085   0.019   0.139   0.660   0.606   0.726   0.010   0.000   0.019   1.000 
2   11   4   0.163  0.350   0.087   0.045   0.156   0.563   0.495   0.606   0.010   0.002   0.024   1.000 
2   12   3   0.230  0.309   0.103   0.026   0.197   0.589   0.495   0.665   0.016   0.001   0.039   1.000 
2   13   4   0.167  0.333   0.083   0.002   0.173   0.584   0.495   0.665   0.011   0.000   0.030   1.000 
2   14   4   0.177  0.292   0.073   0.020   0.213   0.634   0.495   0.688   0.012   0.000   0.045   1.000 
2   15   3   0.241  0.277   0.092   0.007   0.228   0.631   0.495   0.716   0.018   0.000   0.052   1.000 
2   16   4   0.174  0.305   0.076   0.006   0.201   0.619   0.495   0.690   0.011   0.000   0.040   0.500 
2   17   4   0.174  0.306   0.076   0.010   0.200   0.618   0.495   0.684   0.011   0.000   0.040   0.500 
2   18   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   19   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   20   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   21   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   22   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   23   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   24   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   25   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   26   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   27   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   28   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   29   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   30   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   31   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   32   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   33   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   34   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   35   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   36   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   37   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   38   4   0.167  0.331   0.083   0.013   0.174   0.586   0.495   0.656   0.011   0.000   0.030   0.250 
2   39   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   40   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   41   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   42   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   43   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   44   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   45   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   46   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   47   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   48   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   49   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   50   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   51   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   52   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   53   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   54   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   55   5   0.133  0.337   0.067   0.007   0.168   0.595   0.495   0.656   0.008   0.000   0.028   0.200 
2   56   5   0.130  0.348   0.070   0.013   0.158   0.583   0.495   0.639   0.008   0.000   0.025   0.400 
2   57   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   58   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   59   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   60   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   61   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   62   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   63   5   0.133  0.336   0.067   0.002   0.169   0.597   0.495   0.662   0.008   0.000   0.029   0.400 
2   64   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   65   5   0.132  0.341   0.068   0.019   0.164   0.590   0.495   0.639   0.008   0.000   0.027   0.400 
2   66   5   0.132  0.341   0.068   0.019   0.164   0.590   0.495   0.639   0.008   0.000   0.027   0.400 
2   67   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   68   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   69   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   70   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   71   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   72   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   73   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   74   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   75   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   76   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   77   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   78   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   79   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   80   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   81   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   82   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   83   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   84   4   0.166  0.336   0.084   0.025   0.170   0.580   0.495   0.639   0.011   0.001   0.029   0.250 
2   85   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   86   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   87   6   0.108  0.354   0.059   0.004   0.151   0.587   0.495   0.642   0.007   0.000   0.023   0.333 
2   88   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   89   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   90   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   91   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   92   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   93   6   0.107  0.356   0.059   0.005   0.150   0.585   0.495   0.639   0.006   0.000   0.022   0.333 
2   94   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   95   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   96   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   97   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   98   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   99   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
2   100   5   0.129  0.353   0.071   0.007   0.152   0.576   0.495   0.639   0.008   0.000   0.023   0.200 
3   1   1   0.848  0.152   0.152   0.152   0.152   0.696   0.696   0.696   0.023   0.023   0.023   1.000 
3   2   2   0.372  0.256   0.128   0.049   0.207   0.616   0.537   0.696   0.023   0.002   0.043   1.000 
3   3   2   0.372  0.256   0.128   0.049   0.207   0.616   0.537   0.696   0.023   0.002   0.043   1.000 
3   4   3   0.248  0.255   0.085   0.011   0.208   0.660   0.537   0.733   0.015   0.000   0.043   0.667 
3   5   3   0.248  0.257   0.086   0.009   0.206   0.657   0.537   0.733   0.015   0.000   0.042   0.667 
3   6   3   0.244  0.268   0.089   0.031   0.195   0.642   0.537   0.701   0.014   0.001   0.038   0.333 
3   7   4   0.178  0.288   0.072   0.026   0.175   0.640   0.537   0.686   0.009   0.001   0.031   0.500 
3   8   5   0.139  0.306   0.061   0.009   0.158   0.633   0.537   0.686   0.007   0.000   0.025   0.600 
3   9   5   0.138  0.312   0.062   0.010   0.151   0.625   0.537   0.678   0.006   0.000   0.023   0.600 
3   10   3   0.211  0.368   0.123   0.025   0.248   0.509   0.383   0.606   0.024   0.001   0.062   0.667 
3   11   4   0.158  0.369   0.092   0.004   0.248   0.539   0.383   0.627   0.018   0.000   0.062   0.750 
3   12   4   0.167  0.332   0.083   0.008   0.285   0.585   0.383   0.659   0.020   0.000   0.081   0.750 
3   13   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   14   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   15   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   16   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   17   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   18   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   19   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   20   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   21   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   22   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   23   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   24   3   0.216  0.351   0.117   0.005   0.265   0.531   0.383   0.643   0.026   0.000   0.070   0.333 
3   25   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   26   3   0.214  0.359   0.120   0.027   0.258   0.522   0.383   0.614   0.024   0.001   0.067   0.333 
3   27   3   0.214  0.359   0.120   0.027   0.258   0.522   0.383   0.614   0.024   0.001   0.067   0.333 
3   28   2   0.325  0.350   0.175   0.083   0.267   0.475   0.383   0.567   0.039   0.007   0.071   0.000 
3   29   3   0.213  0.360   0.120   0.032   0.256   0.520   0.383   0.608   0.024   0.001   0.066   0.333 
3   30   2   0.304  0.393   0.196   0.169   0.224   0.411   0.383   0.439   0.039   0.028   0.050   0.000 
3   31   2   0.304  0.393   0.196   0.169   0.224   0.411   0.383   0.439   0.039   0.028   0.050   0.000 
3   32   2   0.304  0.393   0.196   0.169   0.224   0.411   0.383   0.439   0.039   0.028   0.050   0.000 
3   33   3   0.201  0.397   0.132   0.014   0.219   0.470   0.383   0.589   0.025   0.000   0.048   0.333 
3   34   3   0.201  0.397   0.132   0.014   0.219   0.470   0.383   0.589   0.025   0.000   0.048   0.333 
3   35   3   0.201  0.397   0.132   0.014   0.219   0.470   0.383   0.589   0.025   0.000   0.048   0.333 
3   36   2   0.304  0.393   0.196   0.169   0.224   0.411   0.383   0.439   0.039   0.028   0.050   0.000 
3   37   2   0.304  0.393   0.196   0.169   0.224   0.411   0.383   0.439   0.039   0.028   0.050   0.000 
3   38   2   0.304  0.393   0.196   0.169   0.224   0.411   0.383   0.439   0.039   0.028   0.050   0.000 
3   39   2   0.304  0.393   0.196   0.169   0.224   0.411   0.383   0.439   0.039   0.028   0.050   0.000 
3   40   3   0.201  0.397   0.132   0.012   0.220   0.471   0.383   0.591   0.025   0.000   0.048   0.000 
3   41   3   0.201  0.397   0.132   0.012   0.220   0.471   0.383   0.591   0.025   0.000   0.048   0.000 
3   42   4   0.150  0.399   0.100   0.009   0.218   0.501   0.383   0.592   0.018   0.000   0.047   0.250 
3   43   4   0.150  0.399   0.100   0.009   0.218   0.501   0.383   0.592   0.018   0.000   0.047   0.250 
3   44   3   0.201  0.397   0.132   0.012   0.220   0.471   0.383   0.591   0.025   0.000   0.048   0.000 
3   45   3   0.201  0.397   0.132   0.012   0.220   0.471   0.383   0.591   0.025   0.000   0.048   0.000 
3   46   3   0.201  0.397   0.132   0.012   0.220   0.471   0.383   0.591   0.025   0.000   0.048   0.000 
3   47   3   0.201  0.397   0.132   0.012   0.220   0.471   0.383   0.591   0.025   0.000   0.048   0.000 
3   48   3   0.200  0.400   0.133   0.023   0.217   0.466   0.383   0.577   0.024   0.001   0.047   0.000 
3   49   3   0.200  0.400   0.133   0.023   0.217   0.466   0.383   0.577   0.024   0.001   0.047   0.000 
3   50   3   0.200  0.400   0.133   0.023   0.217   0.466   0.383   0.577   0.024   0.001   0.047   0.000 
3   51   3   0.200  0.400   0.133   0.023   0.217   0.466   0.383   0.577   0.024   0.001   0.047   0.000 
3   52   3   0.200  0.400   0.133   0.023   0.217   0.466   0.383   0.577   0.024   0.001   0.047   0.000 
