run	time	firm	entrant	price	output	mcosts	profits	rule	N	K	firms	theta	global	rule_pram
1	1	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	10	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	13	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	1	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	19	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	1	20	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	2	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	2	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	2	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	2	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	2	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	2	10	1	0.867	0.133	0.733	0.018	0.00	20	19	20	0.00	0.195	0.428
1	2	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	13	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	2	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	19	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	2	20	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	3	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	3	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	3	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	3	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	3	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	3	10	1	0.867	0.133	0.733	0.018	0.00	20	19	20	0.00	0.195	0.428
1	3	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	13	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	3	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	19	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	3	20	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	4	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	4	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	4	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	4	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	4	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	4	10	1	0.827	0.094	0.733	0.009	0.00	20	19	20	0.00	0.195	0.428
1	4	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	13	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	4	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	19	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	4	20	1	0.827	0.079	0.748	0.006	1.00	20	19	20	0.00	0.195	0.428
1	5	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	5	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	5	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	5	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	5	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	5	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	5	10	1	0.827	0.094	0.733	0.009	0.00	20	19	20	0.00	0.195	0.428
1	5	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	13	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	5	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	19	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	5	20	1	0.827	0.079	0.748	0.006	1.00	20	19	20	0.00	0.195	0.428
1	6	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	6	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	6	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	6	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	6	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	6	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	6	10	1	0.800	0.066	0.733	0.004	0.00	20	19	20	0.00	0.195	0.428
1	6	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	13	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	6	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	6	19	1	0.800	0.083	0.717	0.007	1.00	20	19	20	0.00	0.195	0.428
1	6	20	1	0.800	0.052	0.748	0.003	1.00	20	19	20	0.00	0.195	0.428
1	7	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	7	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	7	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	7	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	7	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	7	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	7	10	1	0.791	0.057	0.733	0.003	0.00	20	19	20	0.00	0.195	0.428
1	7	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	13	1	0.791	0.036	0.755	0.001	0.00	20	19	20	0.00	0.195	0.428
1	7	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	7	19	1	0.791	0.074	0.717	0.005	1.00	20	19	20	0.00	0.195	0.428
1	7	20	1	0.791	0.043	0.748	0.002	1.00	20	19	20	0.00	0.195	0.428
1	8	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	8	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	8	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	8	7	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	8	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	8	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	8	10	1	0.791	0.057	0.733	0.003	0.00	20	19	20	0.00	0.195	0.428
1	8	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	13	1	0.791	0.036	0.755	0.001	0.00	20	19	20	0.00	0.195	0.428
1	8	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	8	19	1	0.791	0.074	0.717	0.005	1.00	20	19	20	0.00	0.195	0.428
1	8	20	1	0.791	0.043	0.748	0.002	1.00	20	19	20	0.00	0.195	0.428
1	9	1	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	9	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	9	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	9	7	1	0.784	0.033	0.751	0.001	0.00	20	19	20	0.00	0.195	0.428
1	9	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	9	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	9	10	1	0.784	0.051	0.733	0.003	0.00	20	19	20	0.00	0.195	0.428
1	9	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	13	1	0.784	0.029	0.755	0.001	0.00	20	19	20	0.00	0.195	0.428
1	9	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	9	19	1	0.784	0.067	0.717	0.005	1.00	20	19	20	0.00	0.195	0.428
1	9	20	1	0.784	0.036	0.748	0.001	1.00	20	19	20	0.00	0.195	0.428
1	10	1	1	0.773	0.064	0.710	0.004	0.00	20	19	20	0.00	0.195	0.428
1	10	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	10	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	10	7	1	0.773	0.022	0.751	0.000	0.00	20	19	20	0.00	0.195	0.428
1	10	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	10	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	10	10	1	0.773	0.040	0.733	0.002	0.00	20	19	20	0.00	0.195	0.428
1	10	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	13	1	0.773	0.019	0.755	0.000	0.00	20	19	20	0.00	0.195	0.428
1	10	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	10	19	1	0.773	0.056	0.717	0.003	1.00	20	19	20	0.00	0.195	0.428
1	10	20	1	0.773	0.026	0.748	0.001	1.00	20	19	20	0.00	0.195	0.428
1	11	1	1	0.773	0.064	0.710	0.004	0.00	20	19	20	0.00	0.195	0.428
1	11	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	11	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	11	7	1	0.773	0.022	0.751	0.000	0.00	20	19	20	0.00	0.195	0.428
1	11	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	11	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	11	10	1	0.773	0.040	0.733	0.002	0.00	20	19	20	0.00	0.195	0.428
1	11	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	13	1	0.773	0.019	0.755	0.000	0.00	20	19	20	0.00	0.195	0.428
1	11	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	11	19	1	0.773	0.056	0.717	0.003	1.00	20	19	20	0.00	0.195	0.428
1	11	20	1	0.773	0.026	0.748	0.001	1.00	20	19	20	0.00	0.195	0.428
1	12	1	1	0.773	0.064	0.710	0.004	0.00	20	19	20	0.00	0.195	0.428
1	12	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	12	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	12	7	1	0.773	0.022	0.751	0.000	0.00	20	19	20	0.00	0.195	0.428
1	12	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	12	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	12	10	1	0.773	0.040	0.733	0.002	0.00	20	19	20	0.00	0.195	0.428
1	12	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	13	1	0.773	0.019	0.755	0.000	0.00	20	19	20	0.00	0.195	0.428
1	12	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	12	19	1	0.773	0.056	0.717	0.003	1.00	20	19	20	0.00	0.195	0.428
1	12	20	1	0.773	0.026	0.748	0.001	1.00	20	19	20	0.00	0.195	0.428
1	13	1	1	0.754	0.044	0.710	0.002	0.00	20	19	20	0.00	0.195	0.428
1	13	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	13	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	13	7	1	0.754	0.002	0.751	0.000	0.00	20	19	20	0.00	0.195	0.428
1	13	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	13	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	13	10	1	0.754	0.020	0.733	0.000	0.00	20	19	20	0.00	0.195	0.428
1	13	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	13	1	0.754	0.136	0.617	0.019	0.00	20	19	20	0.00	0.195	0.428
1	13	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	13	19	1	0.754	0.037	0.717	0.001	1.00	20	19	20	0.00	0.195	0.428
1	13	20	1	0.754	0.006	0.748	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	1	1	0.753	0.044	0.710	0.002	0.00	20	19	20	0.00	0.195	0.428
1	14	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	14	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	14	7	1	0.753	0.002	0.751	0.000	0.00	20	19	20	0.00	0.195	0.428
1	14	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	14	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	14	10	1	0.753	0.020	0.733	0.000	0.00	20	19	20	0.00	0.195	0.428
1	14	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	13	1	0.753	0.136	0.617	0.018	0.00	20	19	20	0.00	0.195	0.428
1	14	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	14	19	1	0.753	0.036	0.717	0.001	1.00	20	19	20	0.00	0.195	0.428
1	14	20	1	0.753	0.011	0.742	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	1	1	0.753	0.044	0.710	0.002	0.00	20	19	20	0.00	0.195	0.428
1	15	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	15	4	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	5	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	6	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	15	7	1	0.753	0.002	0.751	0.000	0.00	20	19	20	0.00	0.195	0.428
1	15	8	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	15	9	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
1	15	10	1	0.753	0.020	0.733	0.000	0.00	20	19	20	0.00	0.195	0.428
1	15	11	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	12	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	13	1	0.753	0.136	0.617	0.018	0.00	20	19	20	0.00	0.195	0.428
1	15	14	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	15	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	16	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	17	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	18	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	15	19	1	0.753	0.036	0.717	0.001	1.00	20	19	20	0.00	0.195	0.428
1	15	20	1	0.753	0.011	0.742	0.000	1.00	20	19	20	0.00	0.195	0.428
1	16	1	1	0.753	0.044	0.710	0.002	0.00	20	19	20	0.00	0.195	0.428
1	16	2	0	0.000	0.000	0.000	0.000	1.00	20	19	20	0.00	0.195	0.428
1	16	3	0	0.000	0.000	0.000	0.000	0.00	20	19	20	0.00	0.195	0.428
